Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Time_of_Day_Unknown,Day_of_Week_Weekday,Day_of_Week_Weekend,Traffic_Conditions_Low,Traffic_Conditions_Medium,Traffic_Conditions_Unknown,Weather_Rain,Weather_Snow,Weather_Unknown
16.17,1.0,4.62,1.75,0.14,88.36000000000004,45.28790000000001,False,False,False,True,True,False,False,True,False,True,False,False
40.88,4.0,3.8400000000000105,1.65,0.47,55.15,97.2125,False,False,False,False,False,True,True,False,False,False,False,False
34.55,1.0,2.47,1.03,0.39390000000000003,63.196500000000015,63.615,False,False,False,False,True,False,True,False,False,True,False,False
8.97,1.0,4.89,1.07,0.25,44.17,25.5304,False,False,False,False,True,False,True,False,False,False,False,False
45.64,4.0,3.56,1.3,0.4,39.63,78.744,False,False,False,False,False,True,False,False,True,True,False,False
41.3,1.0,2.22,0.5000000000000001,0.2,71.5,37.17,False,False,False,False,True,False,False,True,False,True,False,False
47.54,1.0,3.88,0.86,0.38,62.28000000000002,68.4308,False,False,False,False,False,True,False,True,False,False,False,False
36.56,3.0,2.76,0.81,0.12,71.64999999999999,40.9716,True,False,False,False,False,True,True,False,False,False,False,False
31.06,4.0,4.41,0.88,0.44,37.97,48.4496,True,False,False,False,True,False,True,False,False,False,False,False
21.49,4.0,4.45,1.71,0.28,47.2,54.4139,True,False,False,False,False,True,True,False,False,True,False,False
46.7,2.0,4.94,0.92,0.35,14.65,53.0315,False,False,True,False,True,False,False,True,False,False,False,False
43.44,1.0,3.51,0.79,0.19,11.01,39.9195,False,True,False,False,True,False,True,False,False,False,False,False
3.22,3.0,3.36,1.260000000000001,0.37,34.15,20.0527,False,True,False,False,True,False,False,False,True,False,False,False
2.29,1.0,4.26,1.8,0.41,13.54,13.9334,False,True,False,False,False,True,True,False,False,False,False,False
19.45,1.0,2.4,0.86,0.29,16.93,24.0367,False,False,False,False,True,False,False,False,False,False,False,False
40.72,2.0,3.64,0.62,0.35,98.49,63.3579,True,False,False,False,True,False,False,False,False,False,False,False
49.38,1.0,3.64,1.03,0.28,9.47,57.153000000000006,False,True,False,False,True,False,True,False,False,False,False,False
8.37,3.0,2.27,1.62,0.4599999999999999,80.78,52.9882,False,False,True,False,False,True,True,False,False,True,False,False
30.11,3.0,3.25,1.33,0.3,36.34,54.1983,False,True,False,False,True,False,False,True,False,False,False,False
19.66,2.0,4.56,1.73,0.44,105.23,84.873,False,False,True,False,True,False,True,False,False,False,False,False
48.53,1.0,4.57,1.94,0.4200000000000001,60.77,124.2416,False,False,False,False,True,False,False,True,False,False,True,False
42.26,3.0,2.3,1.69,0.26,40.14,84.1558,False,True,False,False,True,False,False,False,False,True,False,False
42.08,1.0,2.27,1.41,0.19,64.53,73.86349999999999,False,False,False,False,False,True,False,True,False,True,False,False
23.97,1.0,2.79,1.24,0.26,48.93,45.2346,False,True,False,False,True,False,False,False,False,False,False,False
21.33,1.0,4.62,0.56,0.43,69.89,46.61750000000001,False,True,False,False,True,False,True,False,False,False,False,False
14.4,2.0,2.39,1.98,0.19,18.17,34.3543,False,False,False,False,False,True,True,False,False,False,False,False
3.76,3.0,4.16,1.08,0.31,119.65,45.31230000000001,True,False,False,False,True,False,False,True,False,True,False,False
43.37,3.0,2.3,0.73,0.42,53.94,56.61489999999999,False,False,False,False,False,True,True,False,False,False,False,False
40.83,1.0,3.87,1.5,0.24,45.05,75.92699999999999,False,False,False,False,True,False,False,True,False,False,False,False
49.99,3.0,3.07,0.93,0.36,86.67,80.7619,False,False,False,False,False,True,True,False,False,False,False,False
139.476514583775,1.0,4.37,1.38,0.2,46.85,296.0886973121837,True,False,False,False,True,False,True,False,False,False,False,False
28.22,3.0,2.7,1.38,0.14,100.83,55.7598,False,True,False,False,True,False,False,False,False,False,False,False
38.68,3.0,3.92,1.17,0.42,57.24,73.2164,False,False,False,False,False,True,True,False,False,False,False,False
47.29,1.0,2.71,1.75,0.14,87.75,97.75249999999998,False,True,False,False,False,True,False,False,False,False,False,False
42.63,1.0,4.14,0.9,0.21,17.36,46.15260000000001,False,True,False,False,False,True,False,False,False,False,False,False
13.12,3.0,4.62,1.17,0.44,102.3,64.9824,False,False,False,False,True,False,False,True,False,False,True,False
23.08,4.0,2.38,1.31,0.24,89.61,54.1212,False,True,False,False,False,True,False,True,False,True,False,False
7.33,2.0,4.6,1.5,0.49,29.35,29.9765,False,False,False,False,False,True,False,True,False,True,False,False
47.75,4.0,3.78,1.68,0.49,21.710000000000004,94.6379,True,False,False,False,True,False,False,False,False,True,False,False
30.7,4.0,2.38,1.09,0.21,41.37,44.5307,False,True,False,False,False,True,True,False,False,False,False,False
12.2,1.0,3.28,1.47,0.12,117.25,35.284,False,False,False,False,False,True,False,True,False,False,False,False
33.91,2.0,2.48,0.73,0.38,34.54,40.3595,False,True,False,False,True,False,False,True,False,False,False,False
31.29,3.0,4.1,1.9,0.28,57.45,79.637,False,False,True,False,True,False,False,True,False,False,False,False
18.55,1.0,4.28,1.07,0.14,8.449999999999973,25.3115,False,False,False,False,True,False,False,True,False,False,False,False
6.56,4.0,2.32,1.59,0.38,50.68,32.0088,True,False,False,False,True,False,True,False,False,False,False,False
33.91,4.0,7.078491936908485,0.53,0.11,52.07109999999997,29.2693,False,False,False,False,True,False,False,True,False,False,False,False
26.5,1.0,4.44,0.81,0.45,114.61,77.4795,False,True,False,False,True,False,False,False,False,False,False,False
38.84,1.0,4.81,1.23,0.16,64.42,62.89040000000001,False,False,False,False,True,False,True,False,False,False,False,False
26.49,1.0,3.54,1.82,0.15,99.2,66.6318,False,False,True,False,True,False,False,False,False,False,False,False
42.76,2.0,4.85,1.29,0.17,67.92,71.5568,False,False,False,False,True,False,False,True,False,True,False,False
28.04,4.0,3.61,1.89,0.48,9.69,61.2568,True,False,False,False,False,True,False,False,False,False,False,False
28.49,3.0,3.18,1.23,0.38,41.23,53.8901,True,False,False,False,False,True,False,True,False,False,False,False
43.96,3.0,4.54,1.24,0.42,71.19,88.9502,False,True,False,False,True,False,False,True,False,False,False,True
20.77,4.0,3.48,1.3566999999999998,0.26,64.52720000000004,47.3268,False,True,False,False,False,True,True,False,False,False,False,False
7.57,3.0,3.42,1.7,0.23,103.8,40.163,False,False,False,False,True,False,False,False,False,False,False,False
2.41,2.0,3.47,0.87,0.19,31.26,11.5061,False,False,False,True,True,False,True,False,False,False,False,False
38.0,3.0,4.54,1.85,0.29,30.31,83.6299,True,False,False,False,True,False,False,False,False,False,False,False
31.4,3.0,4.5,1.87,0.32,28.13,72.2196,False,False,True,False,True,False,False,False,True,False,False,False
35.5,2.0,3.21,1.91,0.35,111.09,109.89649999999996,False,False,False,False,False,True,True,False,False,True,False,False
11.44,1.0,3.0,1.28,0.2,103.06,38.2552,False,True,False,False,False,True,True,False,False,True,False,False
7.68,3.0,3.48,1.52,0.48,94.11,60.32639999999999,True,False,False,False,True,False,False,True,False,False,False,False
1.71,3.0,3.72,1.67,0.17,50.16,15.1029,False,True,False,False,True,False,False,False,True,False,False,False
18.18,2.0,2.72,0.7,0.49,63.0,46.316,True,False,False,False,True,False,False,False,False,True,False,False
29.91,1.0,4.38,1.4,0.11,58.4,52.678,False,False,False,False,False,False,True,False,False,False,False,False
20.22,1.0,3.46,0.55,0.29,34.14,24.4816,False,False,False,False,True,False,True,False,False,False,False,False
22.44,3.0,3.0,1.25,0.23,63.08,45.5584,False,True,False,False,True,False,False,False,False,False,False,True
45.3,3.0,2.32,0.73,0.28,8.51,37.7718,False,False,False,False,False,True,False,True,False,True,False,False
18.06,3.0,2.72,0.77,0.33,20.16,23.279,False,False,False,False,False,True,False,False,False,False,False,False
26.19,1.0,4.85,1.05,0.27,106.96,61.2287,False,False,False,False,True,False,True,False,False,False,False,True
39.4,2.0,2.92,1.15,0.27,91.44,72.9188,False,False,False,True,False,True,False,True,False,True,False,False
20.43,2.0,2.51,1.43,0.39,53.63,52.6406,True,False,False,False,True,False,False,True,False,False,False,False
31.48,1.0,3.38,0.61,0.37,64.47,46.4367,True,False,False,False,True,False,False,True,False,False,False,True
43.26,4.0,2.92,1.26,0.43,47.55,77.8741,False,True,False,False,True,False,False,True,False,False,True,False
47.53,2.0,2.11,0.77,0.2,90.19,56.7461,False,True,False,False,True,False,False,True,False,False,False,True
8.21,3.0,2.97,1.36,0.34,95.18,46.49680000000001,False,True,False,False,False,True,False,True,False,False,False,False
46.4,4.0,3.63,1.46,0.33,92.78,101.9914,False,False,False,False,True,False,True,False,False,False,False,False
25.11,4.0,3.66,1.34,0.25,88.1,59.3324,False,False,False,False,True,False,False,True,False,False,False,False
13.65,2.0,3.07,1.61,0.29,94.57549999999999,52.73052599999998,False,False,False,False,True,False,True,False,False,False,False,False
23.5,4.0,3.34,1.0,0.23,43.87,36.9301,False,True,False,False,True,False,False,True,False,False,False,False
49.02,4.0,4.9,1.65,0.16,59.03,95.2278,False,False,False,False,False,True,True,False,False,False,False,False
25.14,2.0,3.13,1.15,0.19,43.04,40.2186,False,False,False,False,True,False,False,True,False,True,False,False
17.11,3.0,2.77,1.23,0.1399999999999999,91.82,36.6701,False,False,False,False,True,False,False,True,False,False,False,True
32.040000000000006,4.0,2.73,1.47,0.37,42.88,65.6944,False,False,True,False,True,False,True,False,False,False,False,False
12.77,3.0,3.37,0.53,0.36,20.9,17.662100000000002,False,True,False,False,True,False,True,False,False,False,False,False
4.72,1.0,4.28,1.48,0.48,50.89,35.6928,False,False,False,True,True,False,True,False,False,True,False,False
7.32,4.0,2.62,1.43,0.39,117.69,58.9867,False,False,False,False,True,False,False,True,False,False,False,False
122.82019097975328,3.0,4.13,0.96,0.12,30.98,247.5983178992313,False,False,False,False,True,False,False,False,False,False,False,False
8.44,3.0,2.06,0.63,0.45,75.4,41.30720000000001,True,False,False,False,False,True,True,False,False,False,False,False
7.8,3.0,3.26,0.64,0.45,54.79,32.9075,False,False,False,False,False,True,False,True,False,False,False,False
32.4,4.0,4.33,1.88,0.28,13.17,68.9296,False,False,True,False,False,True,True,False,False,False,False,False
9.91,1.0,3.02,1.53,0.33,61.11,38.348600000000005,False,True,False,False,True,False,False,True,False,True,False,False
17.94,1.0,3.69,0.69,0.49,85.75,58.0861,False,True,False,False,True,False,False,False,False,False,False,False
44.94,1.0,2.61,1.04,0.31,64.02,69.1938,True,False,False,False,True,False,True,False,False,False,False,False
24.22,2.0,4.23,1.39,0.46,105.29,86.3292,False,False,False,False,False,True,False,True,False,False,False,False
33.71,2.0,2.1599999999999997,1.75,0.13,38.23,66.1224,False,True,False,False,True,False,True,False,False,True,False,False
9.44,1.0,4.56,0.57,0.18,14.92,12.6264,False,True,False,False,True,False,True,False,False,False,False,False
10.42,1.0,2.59,0.85,0.28,112.71,43.0058,False,True,False,False,True,False,True,False,False,False,False,False
3.0,2.0,4.62,1.83,0.33,48.49,26.111700000000003,True,False,False,False,True,False,True,False,False,False,False,False
9.28,3.0,3.06,0.51,0.43,71.29,38.447500000000005,False,True,False,False,True,False,False,True,False,False,False,False
14.65,4.0,4.17,0.8,0.5,96.08,63.93,False,False,False,False,True,False,False,True,False,False,False,False
9.67,4.0,2.96,1.94,0.26,42.3,32.7178,False,True,False,False,False,True,False,True,False,False,False,False
5.35,1.0,4.72,1.42,0.12,87.36,22.8002,False,False,False,True,True,False,True,False,False,False,False,False
6.91,3.0,2.38,0.89,0.42,20.57,17.1693,False,True,False,False,True,False,True,False,False,False,False,False
23.58,2.0,2.54,0.6,0.34,38.5,29.778,False,False,False,False,True,False,False,True,False,False,False,False
11.11,1.0,3.48,0.54,0.18,21.64,13.3746,False,True,False,False,True,False,False,False,True,False,False,True
18.85,3.0,2.25,0.87,0.3,98.29,48.1365,False,False,False,True,True,False,True,False,False,False,False,False
25.67,3.0,2.59,1.82,0.4,30.6,61.54940000000001,False,True,False,False,False,True,False,False,False,False,False,True
34.83,3.0,4.83,1.12,0.41,87.5,79.71459999999999,False,False,False,False,True,False,False,True,False,False,True,False
2.93,2.0,4.93,1.58,0.3,113.48,43.60339999999999,True,False,False,False,False,True,False,True,False,False,True,False
40.17,2.0,3.13,1.88,0.22,65.69,93.1014,False,False,False,False,True,False,False,True,False,True,False,False
31.77,4.0,4.77,1.11,0.49,67.1,72.9137,False,False,False,False,True,False,True,False,False,False,False,False
5.01,4.0,3.63,0.79,0.37,58.02,29.055300000000003,False,False,False,False,False,True,True,False,False,True,False,False
43.81,3.0,2.81,1.28,0.26,42.48,69.9316,False,False,False,False,True,False,False,True,False,False,False,False
46.12,3.0,4.11,1.86,0.21,59.7,102.4302,False,False,False,False,True,False,True,False,False,False,False,False
138.76388715029725,2.0,3.98,1.71,0.39,74.32,332.0436886774302,False,False,True,False,True,False,False,False,False,False,False,False
14.57,4.0,4.97,0.6,0.2,118.39,37.39,False,False,False,False,True,False,False,True,False,False,False,False
40.5,3.0,2.8,1.54,0.1699999999999999,112.84,84.3528,False,False,False,False,False,True,True,False,False,True,False,False
37.66,4.0,4.02,1.36,0.31,104.15,87.5241,True,False,False,False,True,False,False,True,False,False,False,False
10.04,3.0,2.16,1.86,0.22,107.25,44.4294,False,False,False,False,False,True,True,False,False,False,False,False
11.26,3.0,2.34,0.68,0.35,58.8,30.5768,False,True,False,False,False,True,False,True,False,True,False,False
19.15,2.0,2.01,1.3,0.15,80.61,38.9965,False,False,False,False,True,False,False,True,False,False,False,False
24.74,3.0,5.0,1.82,0.36,107.93,88.8816,False,False,True,False,False,True,False,False,False,False,False,False
31.29,3.0,4.41,1.1259999999999992,0.21,50.19,49.271682999999996,False,True,False,False,True,False,False,True,False,True,False,False
19.08,4.0,4.36,1.22,0.1,115.6,39.1976,False,False,False,False,False,True,False,True,False,False,False,False
23.66,3.0,3.53,0.61,0.15,52.82,25.8856,False,True,False,False,True,False,False,True,False,False,False,False
37.63,2.0,2.9,0.92,0.4699999999999997,74.12,72.356,False,False,False,False,True,False,False,False,False,False,False,False
2.8,3.0,2.45,0.9899999999999995,0.45,86.63,44.2055,False,True,False,False,True,False,True,False,False,False,False,False
13.37,2.0,2.85,1.92,0.19,114.32,50.2412,False,False,False,False,True,False,True,False,False,True,False,False
35.95,2.0,3.13,0.92,0.41,33.13,49.78730000000001,True,False,False,False,True,False,True,False,False,False,False,False
44.87,4.0,4.27,0.6836000000000004,0.34,90.81,66.33585000000005,False,False,False,False,False,False,True,False,False,False,False,False
26.07,1.0,3.62,1.51,0.49,64.89,74.7818,False,False,False,False,True,False,False,True,False,False,False,False
27.07,1.0,2.23,0.74,0.25,35.88,31.2318,True,False,False,False,True,False,False,True,False,False,False,False
6.25,4.0,2.05,1.23,0.37,94.31,44.6322,False,False,True,False,False,True,False,True,False,False,True,False
22.92,3.0,2.31,1.61,0.13,68.51,48.11750000000001,False,True,False,False,True,False,False,False,True,False,False,False
27.1,4.0,3.2299999999999898,1.8,0.26,81.01,73.0726,False,False,False,False,False,False,False,True,False,False,False,False
12.88,2.0,4.8,1.44,0.49,42.13,43.9909,False,True,False,False,False,True,True,False,False,False,False,False
14.19,1.0,3.91,1.5,0.32,60.35000000000002,44.507000000000005,False,False,True,False,False,True,False,True,False,False,False,False
19.49,4.0,4.41,0.69,0.22,76.0,34.5781,False,False,True,False,False,True,False,True,False,True,False,False
1.98,3.0,3.4,1.92,0.15,51.56,14.9356,False,False,False,False,True,False,True,False,False,False,False,False
16.78,4.0,3.08,0.7,0.38,27.81,25.3938,True,False,False,False,True,False,True,False,False,False,False,False
11.36,1.0,2.3299999999999983,1.66,0.36,115.59,62.8,False,False,False,False,False,True,True,False,False,False,False,False
17.05,4.0,4.63,0.9,0.25,63.82,35.93,False,False,False,False,True,False,False,False,False,True,False,False
6.87,4.0,4.35,1.9,0.48,89.4,60.315,False,True,False,False,False,False,False,False,False,False,False,False
44.64,1.0,2.5,1.58,0.11,52.27,78.7809,True,False,False,False,True,False,False,True,False,True,False,False
30.09,3.0,3.54,1.63,0.22,45.84,62.6715,False,True,False,False,False,True,True,False,False,False,False,False
34.28,2.0,3.46,0.83,0.47,51.82,56.2678,True,False,False,False,True,False,False,True,False,True,False,False
39.67,1.0,3.88,1.16,0.23,52.06,61.871,True,False,False,False,True,False,False,True,False,False,False,False
25.42,4.0,4.84,1.43,0.2,67.58,54.7066,True,False,False,False,True,False,False,True,False,False,False,False
5.26,1.0,3.74,1.65,0.31,67.5,33.344,False,True,False,False,True,False,True,False,False,False,False,False
27.32,2.0,3.62,0.66,0.43,62.17,48.3843,False,False,False,False,False,False,True,False,False,False,False,False
29.76,3.0,2.15,1.94,0.14,20.5,62.7544,False,True,False,False,True,False,False,True,False,True,False,False
37.53,4.0,2.19,1.84,0.48,62.05,101.0292,False,False,False,False,True,False,True,False,False,True,False,False
22.15,2.0,2.56,0.91,0.42,24.45,32.985499999999995,False,True,False,False,False,True,True,False,False,False,False,False
7.25,4.0,2.1,1.73,0.17,19.51,17.9592,False,False,True,False,True,False,True,False,False,False,False,False
14.91,1.0,4.23,1.28,0.38,112.25,65.9698,False,False,False,False,False,True,False,True,False,False,False,False
18.79,3.0,4.17,1.19,0.25,74.57,45.1726,False,False,False,False,False,True,False,False,False,True,False,False
32.65,1.0,2.41,0.97,0.26,80.84,55.0989,False,False,False,False,True,False,False,False,False,False,False,False
28.97,3.0,4.51,1.37,0.41,51.21,65.195,False,False,False,False,True,False,False,True,False,False,False,False
18.45,4.0,2.46,1.59,0.49,109.53,85.4652,False,False,False,False,True,False,False,True,False,False,False,False
49.34,4.0,2.900000000000004,1.12,0.15,78.36,69.91480000000001,False,False,False,False,False,True,True,False,False,False,False,False
30.68,1.0,2.75,1.44,0.27,93.45,72.16069999999999,False,False,True,False,True,False,False,True,False,False,False,False
12.62,3.0,3.12,1.55,0.29,47.38,36.4212,False,False,False,False,True,False,False,False,True,False,False,False
5.99,3.0,2.76,1.57,0.25,115.4,41.014300000000006,False,False,True,False,True,False,False,True,False,False,False,False
8.49,4.0,3.47,0.5799999999999998,0.25,99.35,33.2317,True,False,False,False,True,False,True,False,False,False,True,False
13.05,1.0,3.22,1.79,0.12,103.2,38.9635,False,True,False,False,True,False,True,False,False,False,False,False
8.87,3.0,4.96,1.19,0.37,24.8,24.6913,False,False,True,False,True,False,True,False,False,False,False,False
10.14,4.0,2.17,0.89,0.27,36.16,20.9578,False,True,False,False,False,True,True,False,False,False,False,False
14.97,2.0,2.43,0.86,0.18,37.85,22.1172,True,False,False,False,True,False,False,False,True,True,False,False
9.5,1.0,2.16,1.22,0.43,36.15,29.2945,False,False,False,False,True,False,True,False,False,False,False,False
44.94,2.0,3.879999999999988,1.83,0.42,103.37,129.5356,True,False,False,False,False,False,False,False,False,False,False,False
4.93,1.0,2.16,1.07,0.29,8.67,9.9494,True,False,False,False,False,True,False,True,False,False,False,False
26.7,4.0,4.51,1.62,0.22,13.75,50.789,True,False,False,False,True,False,False,True,False,False,False,False
21.11,3.0,3.54,0.65,0.36,36.5,30.4015,True,False,False,False,False,True,False,False,False,False,False,False
49.14,3.0,3.58,1.21,0.22,27.99,69.1972,False,False,False,False,True,False,False,False,False,True,False,False
6.49,3.0,3.68,1.6658,0.19,31.66,22.455116999999984,False,True,False,False,True,False,False,True,False,False,False,True
20.49,1.0,2.51,1.66,0.39,96.76,74.2598,False,False,False,False,True,False,False,False,False,False,False,False
48.5,4.0,2.59,0.82,0.12,69.76000000000002,50.7312,False,True,False,False,True,False,True,False,False,False,False,False
43.41,2.0,2.96,1.25,0.14,5.66,58.0149,False,False,False,False,True,False,True,False,False,True,False,False
41.04,4.0,3.78,0.85,0.1,54.37,44.101,False,False,False,False,True,False,False,True,False,False,False,False
13.64,2.0,2.63,1.11,0.16,51.91,26.076,False,False,True,False,False,True,False,True,False,True,False,False
9.37,1.0,2.35,1.67,0.13,18.1,20.3509,False,False,False,False,True,False,False,True,False,False,False,False
33.76,1.0,4.909999999999997,1.66,0.5,82.76,102.3316,True,False,False,False,True,False,True,False,False,True,False,False
46.54,2.0,2.07,0.84,0.22,85.74,60.0264,False,True,False,False,True,False,True,False,False,True,False,False
28.28,2.0,4.41,1.88,0.16,87.9,71.6404,True,False,False,False,True,False,False,True,False,True,False,False
29.01,2.0,4.36,1.39,0.2,88.77,62.4379,False,False,False,True,True,False,True,False,False,False,False,False
14.72,4.0,2.89,1.07,0.47,5.01,20.9951,False,False,False,False,True,False,False,True,False,False,False,False
38.71,2.0,2.41,1.25,0.31,114.7,86.3545,False,False,False,False,True,False,False,True,False,True,False,False
10.17,1.0,2.4399999999999977,1.41,0.25,98.63,41.4372,True,False,False,False,True,False,False,True,False,False,False,False
16.86,1.0,4.09,1.34,0.45,108.96,75.7144,False,True,False,False,True,False,False,True,False,False,False,False
21.85,3.0,3.93,1.23,0.26,6.8,32.5735,False,False,False,False,True,False,False,False,False,True,False,False
25.87,2.0,4.35,1.26,0.23,112.39,62.7959,False,False,False,False,True,False,False,False,True,True,False,False
12.88,4.0,4.81,0.76,0.18,98.13,32.2622,False,True,False,False,True,False,False,True,False,True,False,False
6.63,4.0,4.08,1.72,0.25,101.28,40.8036,False,False,False,False,False,True,False,True,False,False,False,False
30.92,4.0,2.47,1.31,0.23,15.73,46.5931,False,True,False,False,True,False,True,False,False,True,False,False
15.14,3.0,2.73,0.7,0.37,89.96,46.61319999999999,False,True,False,False,True,False,True,False,False,True,False,False
29.48,4.0,4.53,1.65,0.22,115.39,78.5578,False,True,False,False,True,False,True,False,False,False,False,False
8.56,4.0,2.63,1.8999999999999997,0.33,83.03,46.2939,False,False,True,False,False,True,False,True,False,False,False,False
24.58,1.0,2.22,1.92,0.13,70.61,58.59289999999999,False,False,False,False,False,True,False,True,False,False,False,False
27.1,3.0,4.11,1.05,0.18,113.75,53.040000000000006,False,False,False,True,True,False,False,False,False,False,False,False
3.54,2.0,3.21,0.7,0.26,55.94,20.2324,False,False,False,False,False,True,True,False,False,False,True,False
17.49,2.0,4.76,1.28,0.47,73.92,61.8896,False,False,False,False,True,False,True,False,False,False,False,False
7.59,2.0,3.95,0.67,0.25,59.78,23.9803,False,False,False,False,True,False,False,False,False,False,False,True
4.11,4.0,2.27,1.9,0.37,112.28,51.6226,False,False,False,False,False,True,True,False,False,False,True,False
49.51,2.0,4.84,0.78,0.2,13.75,46.207800000000006,False,True,False,False,False,True,False,True,False,False,False,False
16.8,4.0,2.78,0.88,0.1499999999999999,62.63,26.9585,False,False,False,False,True,False,False,True,False,True,False,False
40.68,3.0,3.01,1.11,0.12,84.0,58.2448,False,True,False,False,True,False,False,False,True,False,False,False
13.48,3.0,3.21,1.07,0.22,96.07,38.769,False,False,False,False,True,False,True,False,False,True,False,False
34.39,4.0,2.15,1.69,0.16,72.05,71.7971,False,False,False,True,True,False,True,False,False,False,False,False
38.25,1.0,3.49,1.18,0.17,109.53,67.24510000000001,False,True,False,False,False,False,True,False,False,True,False,False
30.19,2.0,2.37,0.76,0.4,113.33,70.6464,False,True,False,False,True,False,False,True,False,False,False,True
24.11,2.0,3.2,0.9,0.11,12.4,26.263,True,False,False,False,False,False,False,True,False,False,False,False
21.18,2.0,3.05,1.26,0.32,51.27,46.1432,False,False,False,False,True,False,True,False,False,True,False,False
18.09,4.0,4.32,0.72,0.25,7.7,19.2698,False,True,False,False,True,False,False,True,False,False,False,False
46.55,3.0,4.41,1.42,0.3,42.88,83.375,False,False,True,False,True,False,False,False,False,False,False,False
41.7,2.0,2.46,1.35,0.33,66.74,80.7792,False,False,False,True,True,False,True,False,False,False,False,False
48.29,3.0,3.1,1.57,0.23,109.74,104.1555,False,False,False,False,False,True,False,True,False,True,False,False
7.09,2.0,3.120000000000001,1.91,0.22,102.35,39.1789,False,False,True,False,False,True,False,False,True,False,False,False
36.81,2.0,2.45,1.87,0.39,19.66,78.95210000000002,False,True,False,False,True,False,True,False,False,False,False,False
46.98,4.0,4.4,1.92,0.45,15.7,101.6666,False,True,False,False,False,True,True,False,False,False,False,False
9.88,1.0,4.12,0.87,0.18,72.77,25.8142,False,True,False,False,False,True,False,True,False,False,False,False
4.26,4.0,2.57,0.7,0.14,66.19,14.8186,False,False,False,False,False,True,False,False,True,False,False,False
37.31,2.0,3.1,0.95,0.46,35.63,54.9343,False,True,False,False,True,False,False,False,False,False,False,False
29.15,2.0,2.32,1.84,0.24,108.44,81.9816,False,False,False,False,True,False,False,True,False,False,False,False
42.25,1.0,3.88,1.96,0.32,111.65,122.418,False,True,False,False,True,False,False,True,False,False,False,False
7.85,3.0,2.36,1.7900000000000005,0.24,51.3,28.7235,False,False,False,False,False,False,True,False,False,False,False,False
39.97,3.0,4.96,0.67,0.15,107.38,47.846900000000005,False,False,True,False,True,False,False,True,False,True,False,False
10.88,2.0,18.56295595680635,1.92,0.34,65.77669999999995,41.9406,True,False,False,False,True,False,False,True,False,False,False,False
9.02,3.0,3.17,1.14,0.31,89.73,41.2691,False,False,False,False,True,False,True,False,False,False,False,False
9.05,2.0,3.74,0.51,0.18,59.73,19.1069,False,False,False,False,False,True,False,True,False,False,False,False
40.91,1.0,4.73,1.16,0.28,19.1,57.53359999999999,False,False,False,False,True,False,False,True,False,False,False,False
33.59,1.0,3.66,0.57,0.42,111.71,69.7245,False,False,False,False,True,False,True,False,False,True,False,False
26.63,2.0,2.52,1.3199999999999996,0.34,57.22,57.1264,False,False,False,False,False,True,False,False,False,False,False,False
15.942600000000002,1.0,3.14,1.1215,0.14,89.47,34.4316,False,True,False,False,False,True,True,False,False,False,False,False
43.98,4.0,4.53,1.21,0.32,47.22,72.8562,True,False,False,False,False,True,True,False,False,False,False,False
20.23,4.0,3.93,1.42,0.38,7.17,35.3812,False,False,False,False,False,True,True,False,False,False,False,False
41.01,1.0,3.95,1.8,0.42,16.56,84.7232,False,True,False,False,False,False,False,True,False,False,False,False
22.52,2.0,4.6,1.49,0.35,62.07,59.8793,False,False,False,False,False,True,False,True,False,False,False,False
19.47,2.0,4.68,1.15,0.16,84.35,40.56649999999999,False,False,False,True,True,False,True,False,False,False,False,False
23.67,1.0,4.76,1.73,0.38,43.49,62.2353,True,False,False,False,True,False,False,True,False,False,True,False
15.77,3.0,2.28,1.86,0.37,84.98,63.0548,True,False,False,False,True,False,True,False,False,False,False,False
37.63,4.0,3.63,0.68,0.11,85.34,38.6058,True,False,False,False,True,False,False,True,False,False,False,False
25.63,3.0,4.22,1.3,0.26,85.95,59.886,False,True,False,False,True,False,False,True,False,True,False,False
12.38,2.0,4.27,0.93,0.23,61.64,29.9606,False,False,False,False,True,False,False,True,False,True,False,False
45.08,2.0,3.82,0.57,0.37,110.21,70.29329999999999,False,False,False,False,False,True,False,False,False,False,False,False
19.81,3.0,2.5,1.5,0.19,61.26,43.8544,False,True,False,False,True,False,True,False,False,True,False,False
101.0397035425727,1.0,4.39,1.79,1.732901219656754,56.78,283.6452005933156,False,False,False,True,True,False,True,False,False,True,False,False
45.42,3.0,4.16,0.74,0.47,27.93,50.89789999999999,True,False,False,False,False,True,False,True,False,False,False,False
31.59,3.0,2.26,1.72,0.42,40.38,73.5544,False,True,False,False,False,False,False,False,False,False,False,True
6.73,4.0,3.39,1.78,0.47,9.87,20.0083,False,False,False,False,True,False,True,False,False,False,False,False
47.05,4.0,2.52,1.87,0.49,77.86,128.6549,False,True,False,False,True,False,True,False,False,False,True,False
31.76,3.0,3.01,0.9,0.1,33.58,34.952,False,True,False,False,True,False,True,False,False,False,False,False
17.41,4.0,2.05,1.86,0.3423,39.98,44.488865000000004,False,True,False,False,True,False,False,True,False,False,False,False
7.82,2.0,3.2,0.98,0.27,93.64,36.1464,False,False,True,False,False,True,True,False,False,True,False,False
39.91,4.0,3.65,1.33,0.44,42.63,75.4875,True,False,False,False,True,False,False,True,False,False,False,False
